time,angle
15.305,-47.109
15.322,-46.934
15.338,-46.758
15.355,-46.406
15.372,-45.527
15.388,-42.363
15.405,-42.012
15.421,-41.309
15.439,-38.496
15.455,-36.387
15.471,-35.859
15.488,-30.762
15.505,-30.410
15.522,-25.664
15.538,-25.137
15.554,-19.863
15.572,-18.105
15.588,-17.402
15.604,-11.074
15.621,-10.547
15.638,-7.031
15.654,-5.801
15.669,0.000
15.683,0.703
15.698,3.867
15.713,7.383
15.727,8.262
15.742,10.723
15.757,15.996
15.773,16.875
15.789,18.457
15.804,22.324
15.820,22.852
15.835,28.301
15.851,28.301
15.867,29.004
15.882,35.508
15.897,35.508
15.914,36.211
15.929,37.793
15.944,41.309
15.960,41.309
15.976,41.484
15.992,42.715
16.007,45.527
16.022,45.527
16.039,45.703
16.054,45.879
16.069,46.055
16.085,46.758
16.100,48.691
16.116,48.691
16.132,48.867
16.147,48.867
16.163,48.867
16.179,48.867
16.194,48.867
16.210,48.867
16.225,48.691
16.241,48.516
16.257,46.934
16.272,45.176
16.287,45.000
16.304,44.121
16.319,40.957
16.335,40.430
16.350,39.727
16.365,34.277
16.382,33.574
16.397,31.289
16.412,27.598
16.428,26.719
16.444,25.664
16.460,21.094
16.475,19.336
16.490,15.469
16.507,14.590
16.522,9.316
16.536,6.504
16.551,5.273
16.565,2.812
16.580,-0.879
16.596,-2.285
16.611,-6.680
16.626,-7.734
16.643,-13.535
16.659,-13.359
16.676,-14.238
16.692,-20.391
16.709,-21.094
16.726,-23.730
16.742,-26.719
16.759,-27.773
16.776,-32.168
16.792,-32.520
16.809,-35.332
16.825,-37.090
16.842,-37.266
16.859,-37.617
16.875,-43.945
16.892,-43.418
16.909,-43.594
16.925,-43.945
16.942,-44.648
16.958,-46.934
16.976,-46.934
16.992,-47.109
17.008,-47.109
17.025,-47.109
17.042,-47.285
17.059,-47.285
17.075,-47.285
17.091,-47.109
17.109,-47.109
17.125,-46.934
17.142,-46.758
17.158,-45.879
17.175,-42.187
17.192,-42.187
17.208,-41.660
17.224,-40.078
17.242,-36.562
17.258,-36.387
17.275,-34.980
17.291,-30.410
17.308,-29.531
17.325,-25.137
17.341,-24.082
17.358,-19.160
17.375,-17.930
17.391,-15.469
17.408,-11.074
17.424,-8.789
17.441,-5.801
17.456,-4.395
17.471,0.352
17.486,1.055
17.500,6.855
17.515,7.383
17.530,10.020
17.545,12.129
17.560,16.348
17.577,17.051
17.592,22.324
17.607,22.500
17.623,23.906
17.639,27.949
17.655,28.652
17.670,30.937
17.685,35.156
17.702,35.508
17.717,36.211
17.732,39.375
17.748,41.309
17.763,41.484
17.779,41.836
17.795,44.824
17.810,45.527
17.826,45.527
17.842,45.703
17.857,45.879
17.873,45.879
17.888,46.055
17.904,46.055
17.920,46.230
17.935,46.230
17.950,46.230
17.966,46.230
17.982,46.230
17.998,46.230
18.013,46.055
18.028,46.055
18.045,46.055
18.060,46.055
18.075,46.055
18.091,46.055
18.107,46.055
18.122,46.055
18.138,46.055
18.153,46.055
18.170,46.055
18.185,46.055
18.200,46.055
18.216,46.055
18.231,46.055
18.247,46.055
18.263,46.055
18.278,46.055
18.294,46.055
18.310,46.055
18.325,46.055
18.341,46.055
18.356,46.055
18.372,46.055
18.388,46.055
18.403,46.055
18.418,46.055
18.435,46.055
18.450,46.055
18.466,46.055
18.481,46.055
18.496,46.055
18.513,46.055
18.528,46.055
18.543,46.055
18.559,46.055
18.575,46.055
18.590,46.055
18.606,46.055
18.621,46.055
18.638,46.055
18.653,46.055
18.668,46.055
18.684,45.879
18.700,45.879
18.715,45.879
18.731,45.879
18.746,45.879
18.761,45.879
18.778,45.879
18.793,45.879
18.809,45.879
18.824,45.879
18.840,45.879
18.856,45.879
18.871,45.879
18.886,45.879
18.903,45.352
18.918,44.473
18.934,41.309
18.949,32.344
18.964,23.203
18.981,21.270
18.996,21.445
19.011,21.445
19.027,21.270
19.043,21.270
19.058,21.270
19.074,21.270
19.089,21.270
19.106,21.270
19.121,21.270
19.136,21.094
19.152,20.918
19.168,19.336
19.183,15.117
19.199,15.293
19.214,15.117
19.229,15.117
19.246,15.117
19.261,15.117
19.277,15.117
